userid,itemid,rating
A10APIDAZISWQF,B003V0LGAO,5
A10B2J2IRQXBWA,B000RY68PA,5
A10B2J2IRQXBWA,B000VJJQUU,4
A10B2J2IRQXBWA,B0010K8IM6,4
A10B2J2IRQXBWA,B0027V760M,4
A10B2J2IRQXBWA,B004RV30N2,5
A10B2J2IRQXBWA,B005L9Z0AK,4
A10B2J2IRQXBWA,B000RWJQRE,5
A10B2J2IRQXBWA,B000NJ2TIE,5
A10BLHUDQJ2H5K,B001QCXRVK,5
A10BLHUDQJ2H5K,B000189O12,4
A10BLHUDQJ2H5K,B0038N6QFE,2
A10BLHUDQJ2H5K,B0038N8ORM,5
A10BLHUDQJ2H5K,B001KUSSQ2,3
A10BLHUDQJ2H5K,B000189NWC,4
A10BLHUDQJ2H5K,B0002OB82S,2
A10BLHUDQJ2H5K,B000CSRKTE,5
A10C5CJK1YKGV0,B0002CZUHY,5
A10C5CJK1YKGV0,B001JVPBDK,5
A10C5CJK1YKGV0,B003ELOQCA,1
A10C5CJK1YKGV0,B0002D0CWQ,5
A10C5CJK1YKGV0,B001NPS6V6,5
A10C5CJK1YKGV0,B002IC1D5E,5
A10C5CJK1YKGV0,B001R2KZ6Y,5
A10C5CJK1YKGV0,B008BPI2HE,5
A10C5CJK1YKGV0,B00AQBT3EW,5
A10C5CJK1YKGV0,B0072BBBGW,4
A10C5CJK1YKGV0,B00BAYPXS4,5
A10C5CJK1YKGV0,B00FONJ1LM,5
A10E3QH2FQUBLF,B0002F7ABA,5
A10E3QH2FQUBLF,B000RKL8R2,5
A10E3QH2FQUBLF,B001JIB2Q8,5
A10E3QH2FQUBLF,B005LLD3D4,4
A10E3QH2FQUBLF,B0002GTZR6,4
A10E3QH2FQUBLF,B0009K9MUA,5
A10E3QH2FQUBLF,B002EWV8IU,5
A10E3QH2FQUBLF,B0036B8A34,5
A10E3QH2FQUBLF,B000KIRT6A,4
A10E3QH2FQUBLF,B00092MVVK,4
A10FM4ILBIMJJ7,B0077CTYY2,5
A10FM4ILBIMJJ7,B005CX4GLE,5
A10FM4ILBIMJJ7,B0002E1OZY,4
A10FM4ILBIMJJ7,B003VWJ2K8,4
A10FM4ILBIMJJ7,B005PGGU9O,5
A10FM4ILBIMJJ7,B0073V9HCQ,4
A10FM4ILBIMJJ7,B0002E1G5C,5
A10FM4ILBIMJJ7,B0002E1I2I,4
A10FM4ILBIMJJ7,B0006NDF6C,4
A10HYGDU2NITYQ,B0002CZW0Y,1
A10HYGDU2NITYQ,B001LNN30E,5
A10HYGDU2NITYQ,B005CP07S8,5
A10HYGDU2NITYQ,B000B6DHB2,5
A10HYGDU2NITYQ,B005N2ANOS,5
A10HYGDU2NITYQ,B0002DV7ZM,5
A10HYGDU2NITYQ,B001PGXILG,5
A10HYGDU2NITYQ,B007YFWTXU,5
A10HYGDU2NITYQ,B002BXLZ7Q,2
A10QUCL9MVZKFQ,B008BQZZ1E,5
A10QUCL9MVZKFQ,B008BQZYY2,5
A10QUCL9MVZKFQ,B007ZJ1M9C,4
A10QUCL9MVZKFQ,B0096HNDWU,5
A10QUCL9MVZKFQ,B003Y3O1U0,5
A10QUCL9MVZKFQ,B009F2CWKA,5
A10QUCL9MVZKFQ,B009TBNWBU,5
A10QUCL9MVZKFQ,B00A8QBFZK,5
A10QUCL9MVZKFQ,B00ARL9P9E,5
A10QUCL9MVZKFQ,B008DWFZGG,5
A10QUCL9MVZKFQ,B00BBAVVT2,5
A10QUCL9MVZKFQ,B00BGB3YKA,5
A10T4HELAKMQF,B000BM7YXS,5
A10T4HELAKMQF,B000EBGEQ4,5
A10T4HELAKMQF,B000BWI79I,4
A10T4HELAKMQF,B0002KZTZE,5
A10T4HELAKMQF,B001I8ITQA,5
A10T4HELAKMQF,B009E3EWPI,5
A10T4HELAKMQF,B0064S1164,5
A10T4HELAKMQF,B0002GZSL8,5
A10T4HELAKMQF,B005VQRSPS,5
A10VG94SAKVSC0,B00157QJZM,5
A10VG94SAKVSC0,B003B0C3NI,2
A10VG94SAKVSC0,B000BU5V58,5
A10VG94SAKVSC0,B001LG6O8E,1
A10VG94SAKVSC0,B0026RB0G8,3
A10VG94SAKVSC0,B003VWJ2K8,2
A10VG94SAKVSC0,B004UJO41S,5
A10VG94SAKVSC0,B005CX4GLE,4
A10VP3M88POGJ0,B0002F4X5Q,4
A10VP3M88POGJ0,B000BUBF6M,4
A10VP3M88POGJ0,B000H29I72,5
A10VP3M88POGJ0,B000XPSQI0,4
A10VP3M88POGJ0,B000P4FBQO,4
A10VP3M88POGJ0,B0009E6RQS,5
A10VP3M88POGJ0,B0009FZWLS,5
A10VP3M88POGJ0,B0046XSEA0,5
A10VP3M88POGJ0,B0002CZSPS,5
A10VP3M88POGJ0,B000FCCM9U,5
A10VP3M88POGJ0,B000G89MIM,5
A10W40DOIE1EOP,B0002E3GN2,4
A10W40DOIE1EOP,B0002FO9QY,5
A10W40DOIE1EOP,B000OYG3S0,3
A10W40DOIE1EOP,B000BBRZ3S,4
A10W40DOIE1EOP,B0002GXPYA,3
A10W40DOIE1EOP,B0002GFOEY,5
A10W40DOIE1EOP,B0002OB800,4
A10W40DOIE1EOP,B0002E3GNC,4
A10W40DOIE1EOP,B001J1R6QA,4
A10W40DOIE1EOP,B000G7EZKI,5
A10W40DOIE1EOP,B0002E3GLY,4
A10W40DOIE1EOP,B0006ZHMXM,3
A10W40DOIE1EOP,B000T08LYI,5
A10W40DOIE1EOP,B0002GLC9A,4
A10W40DOIE1EOP,B0007VSAKE,4
A10W40DOIE1EOP,B000E1R82I,4
A10W40DOIE1EOP,B0002GZQGU,5
A10W40DOIE1EOP,B001IZ08XU,4
A10W40DOIE1EOP,B0002CZU9C,4
A10W40DOIE1EOP,B004GRDHG2,4
A10XQBLOU69ZAE,B000MJ9E92,4
A10XQBLOU69ZAE,B005FIFM14,5
A10XQBLOU69ZAE,B002M8B39A,5
A10XQBLOU69ZAE,B00AEBTFDI,5
A10XQBLOU69ZAE,B000MSWT22,5
A10XQBLOU69ZAE,B00FPPQYXM,5
A10XQBLOU69ZAE,B001KUSUEM,5
A10XQBLOU69ZAE,B00AXE52KG,5
A110ZEDSNASVCO,B003B1RGQQ,5
A110ZEDSNASVCO,B000JKTKC0,5
A110ZEDSNASVCO,B000KIRT6A,3
A110ZEDSNASVCO,B0018O3MKW,5
A110ZEDSNASVCO,B0002D0Q2W,5
A110ZEDSNASVCO,B0002GOE5Y,5
A110ZEDSNASVCO,B003660TU6,4
A110ZEDSNASVCO,B00062IIDI,4
A110ZEDSNASVCO,B000SJJCX4,5
A110ZEDSNASVCO,B001DW6RJC,5
A110ZEDSNASVCO,B0002E3920,5
A110ZEDSNASVCO,B0002GLDQM,3
A110ZEDSNASVCO,B000JKR8J2,5
A110ZEDSNASVCO,B0026S29DK,4
A117LEKZFV4ZHC,B0029RRGRC,4
A117LEKZFV4ZHC,B004Z8ESMY,3
A117LEKZFV4ZHC,B005MYFAEU,2
A117LEKZFV4ZHC,B003IE7QJI,4
A117LEKZFV4ZHC,B001JHAPI0,4
A117LEKZFV4ZHC,B000GASJHK,5
A117LEKZFV4ZHC,B00022OA48,5
A117LEKZFV4ZHC,B001U5JFNM,5
A118PM0B1PGWDA,B0002CZVXM,5
A118PM0B1PGWDA,B0002KZFEO,3
A118PM0B1PGWDA,B000B7EJJK,4
A118PM0B1PGWDA,B001PGXIJS,1
A118PM0B1PGWDA,B003KJ0ZD0,3
A118PM0B1PGWDA,B0002E38BW,5
A118PM0B1PGWDA,B0002M7MTS,5
A118PM0B1PGWDA,B000EEHCPI,5
A118PM0B1PGWDA,B001GWCC4I,5
A118PM0B1PGWDA,B001J1SX94,2
A118PM0B1PGWDA,B003AYP87I,4
A118PM0B1PGWDA,B00465SJEE,1
A118PM0B1PGWDA,B0002GW3Y8,4
A118PM0B1PGWDA,B0002GX702,5
A118PM0B1PGWDA,B000KIPUQG,1
A11CUP855AGGID,B0002E28I6,5
A11CUP855AGGID,B0002E29Y4,5
A11CUP855AGGID,B0002F6VYM,5
A11CUP855AGGID,B0002FOO9Q,5
A11CUP855AGGID,B0002GFPAM,5
A11CUP855AGGID,B0002OMP98,3
A11CUP855AGGID,B000IWBIQ0,5
A11CUP855AGGID,B000XLX74M,5
A11CUP855AGGID,B000YKDN5K,5
A11CUP855AGGID,B000YKF3U8,5
A11CUP855AGGID,B00130M446,5
A11CUP855AGGID,B0018TJHR4,5
A11DIU92XA580A,B0002CZTXO,5
A11DIU92XA580A,B0002CZXSA,3
A11DIU92XA580A,B000IO8XFM,4
A11DIU92XA580A,B000KIRT9C,5
A11DIU92XA580A,B000TGLYL4,5
A11DIU92XA580A,B001C1A6CI,5
A11DIU92XA580A,B001QT3OF2,4
A11DIU92XA580A,B0030G1EL0,5
A11DIU92XA580A,B004LRP56M,5
A11INIL2YFJ137,B000EELB8W,5
A11INIL2YFJ137,B000N4WHYK,5
A11INIL2YFJ137,B001FX5M7W,5
A11INIL2YFJ137,B004I6ZGWO,5
A11INIL2YFJ137,B0073XCXHA,5
A11INIL2YFJ137,B0002CZVXM,5
A11INIL2YFJ137,B0002GYW4C,5
A11INIL2YFJ137,B004MNCKUY,5
A11INIL2YFJ137,B00C4VYDNS,5
A11J3144NAHA2Y,B005FMQBDI,5
A11J3144NAHA2Y,B00000HF4O,5
A11J3144NAHA2Y,B000F2C92K,5
A11J3144NAHA2Y,B00006IKOU,5
A11J3144NAHA2Y,B00007BHC4,4
A11J3144NAHA2Y,B00008W7OT,5
A11J3144NAHA2Y,B00009AHMK,5
A11J3144NAHA2Y,B0016MJ3M2,5
A11J3144NAHA2Y,B001NZA04M,5
A11J3144NAHA2Y,B002IR3PS2,5
A11J3144NAHA2Y,B004C9PA28,5
A11P7PDFFZFVWO,B0002D0410,5
A11P7PDFFZFVWO,B0007D8R46,3
A11P7PDFFZFVWO,B0002GYYI6,3
A11P7PDFFZFVWO,B0002GY878,4
A11P7PDFFZFVWO,B002QBE2BY,2
A11P7PDFFZFVWO,B002NR4GS0,3
A11P7PDFFZFVWO,B001J1PV08,2
A11P7PDFFZFVWO,B001HYZDW8,4
A11P7PDFFZFVWO,B004E5FVOM,3
A11P7PDFFZFVWO,B0002E52OI,2
A11P7PDFFZFVWO,B003H96JW4,2
A11P7PDFFZFVWO,B003V0NILY,5
A11P7PDFFZFVWO,B0002F7A3S,3
A11P7PDFFZFVWO,B0043UKJ4K,3
A11P7PDFFZFVWO,B0002CZVKU,4
A11P7PDFFZFVWO,B0045483C4,3
A11P7PDFFZFVWO,B0002F6KS4,4
A11P7PDFFZFVWO,B00B29FM1U,4
A11QLVY0EXW18L,B0002F5D8W,3
A11QLVY0EXW18L,B000978D58,2
A11QLVY0EXW18L,B000EEL6B4,5
A11QLVY0EXW18L,B000UJHIS8,4
A11QLVY0EXW18L,B0017922NG,5
A11QLVY0EXW18L,B001CCQ6XA,1
A11QLVY0EXW18L,B0026P4148,5
A11QLVY0EXW18L,B003G45V1U,5
A11QLVY0EXW18L,B003R7KUOO,4
A11R5VW7IM6ISQ,B000BRJXZA,5
A11R5VW7IM6ISQ,B0002F51DO,5
A11R5VW7IM6ISQ,B000TLWG9I,4
A11R5VW7IM6ISQ,B0028QGIWI,5
A11R5VW7IM6ISQ,B003JJQMD8,5
A11R5VW7IM6ISQ,B000J5Y214,5
A11R5VW7IM6ISQ,B000PKG522,4
A11R5VW7IM6ISQ,B005X6EAZM,4
A11R5VW7IM6ISQ,B003FRMRC4,5
A11R5VW7IM6ISQ,B00063678K,5
A11R5VW7IM6ISQ,B004UNGB42,4
A11UETVJSJJSUI,B000JCM33Q,5
A11UETVJSJJSUI,B0002E2UD4,5
A11UETVJSJJSUI,B000P5WTQS,4
A11UETVJSJJSUI,B003JIMDNM,5
A11UETVJSJJSUI,B0073XCZ3C,5
A11UETVJSJJSUI,B0090Z498U,5
A11UETVJSJJSUI,B0002CZZ7O,3
A11UETVJSJJSUI,B001GH4H3W,5
A11UETVJSJJSUI,B003JJ9OMY,5
A11UETVJSJJSUI,B005FKF1PY,5
A11UIUHN1Y2CT9,B0013LPSBG,5
A11UIUHN1Y2CT9,B000KHYO46,5
A11UIUHN1Y2CT9,B001EQPD42,4
A11UIUHN1Y2CT9,B004JWWSZU,5
A11UIUHN1Y2CT9,B0013JZ4FS,4
A11UIUHN1Y2CT9,B0018D89BA,5
A11UIUHN1Y2CT9,B001DELX9E,4
A11UIUHN1Y2CT9,B000P2XMNU,5
A11UIUHN1Y2CT9,B000FVQUQW,4
A11UIUHN1Y2CT9,B0015DM3DS,5
A11UIUHN1Y2CT9,B004FWZ5M2,5
A11UIUHN1Y2CT9,B00003L1XI,5
A11UIUHN1Y2CT9,B0006M4SV4,5
A11UIUHN1Y2CT9,B00000JMXF,5
A11UIUHN1Y2CT9,B000M2DNRS,5
A11UIUHN1Y2CT9,B000GYHR0Q,5
A11UIUHN1Y2CT9,B0033BJSG0,4
A11UIUHN1Y2CT9,B000SKO7ZQ,4
A11UIUHN1Y2CT9,B00066FB5M,5
A11UIUHN1Y2CT9,B00189MH4E,5
A11XKY4EIU2KNR,B00005T3J8,5
A11XKY4EIU2KNR,B0002CZUD8,5
A11XKY4EIU2KNR,B0002FP1HK,4
A11XKY4EIU2KNR,B0002F4VJY,5
A11XKY4EIU2KNR,B0009FZZV0,5
A11XKY4EIU2KNR,B0002D06EK,5
A11XKY4EIU2KNR,B000J38OEW,2
A11XKY4EIU2KNR,B000KN4K08,5
A11Z2M8BZF0QUR,B0002DVMZ2,5
A11Z2M8BZF0QUR,B0002GIRAC,5
A11Z2M8BZF0QUR,B0006IQNCU,5
A11Z2M8BZF0QUR,B000LFCXL8,5
A11Z2M8BZF0QUR,B000XPPT58,5
A11Z2M8BZF0QUR,B001NTX914,5
A11Z2M8BZF0QUR,B001URFZKM,5
A11Z2M8BZF0QUR,B003B10DIY,5
A11Z2M8BZF0QUR,B003NGI9TM,5
A1274QVFP1YDOS,B000CCXLTS,5
A1274QVFP1YDOS,B000PGS5M4,5
A1274QVFP1YDOS,B002RC9QOK,5
A1274QVFP1YDOS,B00093ESSI,4
A1274QVFP1YDOS,B00BHN05H2,3
A1274QVFP1YDOS,B000NM2GJ8,1
A1274QVFP1YDOS,B001C0IFDQ,5
A1274QVFP1YDOS,B001GVRYRO,1
A1274QVFP1YDOS,B001RAAIRW,5
A1274QVFP1YDOS,B004M3Q18Q,4
A129ASSM0B79SJ,B003TYAP3Q,5
A129ASSM0B79SJ,B002WC928A,5
A129ASSM0B79SJ,B000OR9M80,3
A129ASSM0B79SJ,B001FSZR4U,2
A129ASSM0B79SJ,B003UBGG4U,5
A129ASSM0B79SJ,B003YI0JLU,5
A129ASSM0B79SJ,B004NP6RLY,5
A129ASSM0B79SJ,B001R2KCOY,1
A129ASSM0B79SJ,B003Y3ASW0,5
A129ASSM0B79SJ,B0002MSA3U,5
A129ASSM0B79SJ,B001D07NDS,5
A129ASSM0B79SJ,B002ZH9JQC,5
A129SV8STBX7GI,B000EEHKHI,5
A129SV8STBX7GI,B001MXAPC2,5
A129SV8STBX7GI,B000SSMJG2,5
A129SV8STBX7GI,B0026RB0G8,5
A129SV8STBX7GI,B0051VILXG,4
A129SV8STBX7GI,B0002D0DVQ,5
A129SV8STBX7GI,B0002IP47O,5
A129SV8STBX7GI,B0002IP47Y,5
A129SV8STBX7GI,B001PKJDCA,5
A129WUT5OMBKG,B0018TQHCM,5
A129WUT5OMBKG,B004XOYE1U,5
A129WUT5OMBKG,B0064RI9PG,5
A129WUT5OMBKG,B0064S4WEC,5
A129WUT5OMBKG,B00721B6MG,5
A129WUT5OMBKG,B009L4VZ0K,5
A129WUT5OMBKG,B0002E1G5C,5
A129WUT5OMBKG,B0064RTUP4,5
A129WUT5OMBKG,B008FDSWJ0,5
A129YBX5BVNW2,B00004OCP7,4
A129YBX5BVNW2,B001BG2X66,5
A129YBX5BVNW2,B000FL7BK6,4
A129YBX5BVNW2,B000056KUR,4
A129YBX5BVNW2,B002OHOEDG,5
A129YBX5BVNW2,B0019DM848,5
A129YBX5BVNW2,B0019DM83O,5
A129YBX5BVNW2,B0019DM83E,5
A129YBX5BVNW2,B002XMGJOY,4
A129YBX5BVNW2,B0025U0ZYY,5
A129YBX5BVNW2,B0045HKC8O,3
A129YBX5BVNW2,B0013TFKB6,4
A129YBX5BVNW2,B003V8ZNM8,5
A129YBX5BVNW2,B00005L9BO,4
A129YBX5BVNW2,B0076WFOAQ,4
A129YBX5BVNW2,B00GXF7PSQ,5
A12A1IHGSCXGO3,B0015KGN50,5
A12A1IHGSCXGO3,B0002Y683C,5
A12A1IHGSCXGO3,B001AWU0JI,5
A12A1IHGSCXGO3,B0002DNUKC,5
A12A1IHGSCXGO3,B0002DUWUS,5
A12A1IHGSCXGO3,B0002DV6ZI,5
A12A1IHGSCXGO3,B0002GZNQS,3
A12A1IHGSCXGO3,B000FVZUJA,4
A12A1IHGSCXGO3,B0030M2F3U,5
A12ABV9NU02O29,B0002MSQVQ,5
A12ABV9NU02O29,B000RN53LQ,2
A12ABV9NU02O29,B000YOLI1M,5
A12ABV9NU02O29,B000068NW5,2
A12ABV9NU02O29,B0002GLCKE,5
A12ABV9NU02O29,B0016ZZKJO,5
A12ABV9NU02O29,B003UI40BE,4
A12ABV9NU02O29,B004GO06MI,5
A12ABV9NU02O29,B004TGVRDA,5
A12DQZKRKTNF5E,B000B6DHB2,5
A12DQZKRKTNF5E,B0002F59FE,4
A12DQZKRKTNF5E,B001P3R1LC,3
A12DQZKRKTNF5E,B0002F4YRS,5
A12DQZKRKTNF5E,B0002HU8GM,5
A12DQZKRKTNF5E,B00E0EXYMS,3
A12DQZKRKTNF5E,B001R76D42,5
A12DQZKRKTNF5E,B004MF39YS,4
A12DQZKRKTNF5E,B0002M3OVI,5
A12N7TJQR2RB9W,B000165DSM,4
A12N7TJQR2RB9W,B000JRPYGE,5
A12N7TJQR2RB9W,B000XUUXB8,5
A12N7TJQR2RB9W,B002GHBZ4U,5
A12N7TJQR2RB9W,B001W99HE8,5
A12N7TJQR2RB9W,B004FF6V8G,4
A12N7TJQR2RB9W,B0002CZUD8,5
A12N7TJQR2RB9W,B001OLZYUU,5
A12N7TJQR2RB9W,B002NLHI22,5
A12N7TJQR2RB9W,B00343E2C2,5
A12O5B8XNKNBOL,B0002E1NNM,5
A12O5B8XNKNBOL,B000BUBHMY,4
A12O5B8XNKNBOL,B003VWJ2K8,5
A12O5B8XNKNBOL,B003NJF1G8,5
A12O5B8XNKNBOL,B00B9LNP10,4
A12O5B8XNKNBOL,B00135HFK4,5
A12O5B8XNKNBOL,B003AYRBWI,5
A12O5B8XNKNBOL,B000WN4J9S,5
A12O5B8XNKNBOL,B001KXKGBY,4
A12O5B8XNKNBOL,B003AYNHGW,4
A12O5B8XNKNBOL,B007T8KI6M,4
A12O5B8XNKNBOL,B00B5I9GYW,5
A12P4A1OC41KUO,B000XXBHA6,5
A12P4A1OC41KUO,B002X8Y4SQ,5
A12P4A1OC41KUO,B002EWV8IU,3
A12P4A1OC41KUO,B000CCJP4I,3
A12P4A1OC41KUO,B000SJJCX4,4
A12P4A1OC41KUO,B005M0MUQK,5
A12P4A1OC41KUO,B0002D06DQ,3
A12P4A1OC41KUO,B0009G1E0K,5
A12P4A1OC41KUO,B000PO30QM,4
A12RIRSZF47MTI,B000A7FT0Y,4
A12RIRSZF47MTI,B0011Z87I0,5
A12RIRSZF47MTI,B0007LCMFS,1
A12RIRSZF47MTI,B000A7BWYG,3
A12RIRSZF47MTI,B000EELFTW,5
A12RIRSZF47MTI,B0036B8A4I,4
A12RIRSZF47MTI,B0009XPMOM,5
A12RIRSZF47MTI,B005N2ANOS,5
A12SSZIN555FTL,B0038BRMR2,5
A12SSZIN555FTL,B0002D0CGW,5
A12SSZIN555FTL,B000G7WMNK,5
A12SSZIN555FTL,B0002H0A3S,2
A12SSZIN555FTL,B0002ZO3RO,5
A12SSZIN555FTL,B0002CZST4,4
A12SSZIN555FTL,B001TK2Y2M,5
A12SSZIN555FTL,B000NHYNBW,5
A12SSZIN555FTL,B000BUGO7W,4
A12SSZIN555FTL,B0037M62AK,4
A12SSZIN555FTL,B0041T4DM2,5
A12SSZIN555FTL,B0052M1C0I,4
A12SSZIN555FTL,B0058BPHUE,3
A12SSZIN555FTL,B005OEM43S,5
A12SSZIN555FTL,B003B0HLK8,5
A12W8NRSYR593I,B005HUPNI2,5
A12W8NRSYR593I,B0002F4YGY,5
A12W8NRSYR593I,B001BYLWD8,2
A12W8NRSYR593I,B009MBT68U,5
A12W8NRSYR593I,B00DR98EYK,5
A12W8NRSYR593I,B004UNMNUS,2
A12W8NRSYR593I,B000978D58,5
A12W8NRSYR593I,B002GHBZ4K,5
A12W8NRSYR593I,B002VA464S,5
A130512DQLSS8P,B00070FWOM,2
A130512DQLSS8P,B000C4BAU8,2
A130512DQLSS8P,B004H6P2QA,3
A130512DQLSS8P,B000068QRW,5
A130512DQLSS8P,B0037TTQ7E,3
A130512DQLSS8P,B0041ON6M0,2
A130512DQLSS8P,B00005OBZ2,4
A130512DQLSS8P,B0019H9WRA,4
A130512DQLSS8P,B000FOTHHS,4
A130512DQLSS8P,B004UBB3M4,4
A130512DQLSS8P,B0000640BK,5
A130512DQLSS8P,B005CCJRGE,5
A130512DQLSS8P,B005QF337G,3
A130512DQLSS8P,B000850IYK,3
A130512DQLSS8P,B008PC1GE4,4
A134J0S1HWE4F7,B001UTTDCQ,4
A134J0S1HWE4F7,B005PWPUW6,5
A134J0S1HWE4F7,B00066XTBA,2
A134J0S1HWE4F7,B001GVJ9XG,5
A134J0S1HWE4F7,B0048XFL18,5
A134J0S1HWE4F7,B000EELFI8,4
A134J0S1HWE4F7,B003AYC7A4,5
A134J0S1HWE4F7,B003BGR9HC,5
A134J0S1HWE4F7,B003FO0N4Q,5
A134J0S1HWE4F7,B0002E2G5Q,4
A134J0S1HWE4F7,B0002GKYZI,5
A134J0S1HWE4F7,B0002GMGYA,5
A134J0S1HWE4F7,B000QDPSQC,4
A134J0S1HWE4F7,B002HFDP9E,4
A134J0S1HWE4F7,B003B1OQ1O,3
A134J0S1HWE4F7,B003H8X2X4,4
A134J0S1HWE4F7,B003WUHW7O,3
A1358WVA02SPNC,B0002GZHPA,5
A1358WVA02SPNC,B008YAHZSI,5
A1358WVA02SPNC,B001E96UMS,5
A1358WVA02SPNC,B0036E8DE2,5
A1358WVA02SPNC,B007IUYVRS,3
A1358WVA02SPNC,B001UJGNMO,5
A1358WVA02SPNC,B0002D05DM,3
A1358WVA02SPNC,B001UJEKZ6,5
A1358WVA02SPNC,B0072BOUQU,1
A1358WVA02SPNC,B000068O1N,5
A1358WVA02SPNC,B005CERXFO,5
A1365RYO0BLEMI,B0002CZV9G,5
A1365RYO0BLEMI,B000MFN8B6,5
A1365RYO0BLEMI,B0002CZVXM,2
A1365RYO0BLEMI,B001R2H2KQ,5
A1365RYO0BLEMI,B001J3WBL8,5
A1365RYO0BLEMI,B0002D05FU,5
A1365RYO0BLEMI,B0002DURNK,5
A1365RYO0BLEMI,B000EEJFUI,5
A1365RYO0BLEMI,B001L8KE06,5
A1365RYO0BLEMI,B00432K5BK,5
A1365RYO0BLEMI,B003VX1GI8,5
A1365RYO0BLEMI,B0002GFOEY,5
A1365RYO0BLEMI,B0002D0B8Q,3
A1365RYO0BLEMI,B0002D026C,5
A1365RYO0BLEMI,B000B1F9TU,5
A1365RYO0BLEMI,B0002E50X6,5
A1365RYO0BLEMI,B001I9V8NK,5
A1365RYO0BLEMI,B0002KZB5C,5
A1365RYO0BLEMI,B000JCM33Q,5
A1365RYO0BLEMI,B003AYRBWI,5
A1365RYO0BLEMI,B001L8PIEI,4
A1365RYO0BLEMI,B0002CZV7I,4
A1365RYO0BLEMI,B0002KZDN2,3
A1365RYO0BLEMI,B0002KZEAE,5
A1365RYO0BLEMI,B000AYH8AG,5
A1365RYO0BLEMI,B001KZ0S9W,5
A1365RYO0BLEMI,B000EELFI8,5
