,userid,itemid,rating,timestamp
296595,A10HYGDU2NITYQ,B0033AHV6K,5.0,1362268800
344882,A10HYGDU2NITYQ,B00466HM28,3.0,1373155200
434394,A10QUCL9MVZKFQ,B008BQZZ1E,5.0,1350518400
434391,A10QUCL9MVZKFQ,B008BQZYY2,5.0,1350950400
428599,A10QUCL9MVZKFQ,B007ZJ1M9C,4.0,1351468800
443239,A10QUCL9MVZKFQ,B0096HNDWU,5.0,1355356800
335564,A10QUCL9MVZKFQ,B003Y3O1U0,5.0,1355961600
446602,A10QUCL9MVZKFQ,B009F2CWKA,5.0,1357084800
449416,A10QUCL9MVZKFQ,B009TBNWBU,5.0,1359158400
452262,A10QUCL9MVZKFQ,B00A8QBFZK,5.0,1360368000
455615,A10QUCL9MVZKFQ,B00ARL9P9E,5.0,1361923200
435001,A10QUCL9MVZKFQ,B008DWFZGG,5.0,1363305600
461487,A10QUCL9MVZKFQ,B00BBAVVT2,5.0,1367280000
463131,A10QUCL9MVZKFQ,B00BGB3YKA,5.0,1368316800
459759,A10QUCL9MVZKFQ,B00B5UBESQ,5.0,1370304000
461786,A10QUCL9MVZKFQ,B00BCVVL9A,5.0,1375401600
123901,A10T4HELAKMQF,B000BM7YXS,5.0,1137888000
132187,A10T4HELAKMQF,B000EBGEQ4,5.0,1159574400
126501,A10T4HELAKMQF,B000BWI79I,4.0,1198627200
86716,A10T4HELAKMQF,B0002KZTZE,5.0,1287360000
232622,A10T4HELAKMQF,B001I8ITQA,5.0,1332460800
446317,A10T4HELAKMQF,B009E3EWPI,5.0,1355443200
406314,A10T4HELAKMQF,B0064S1164,5.0,1385596800
77990,A10T4HELAKMQF,B0002GZSL8,5.0,1387843200
402242,A10T4HELAKMQF,B005VQRSPS,5.0,1388188800
436017,A10T4HELAKMQF,B008GWLDVO,5.0,1391212800
457524,A10T4HELAKMQF,B00AZ98TVS,4.0,1397001600
205195,A10VG94SAKVSC0,B00157QJZM,5.0,1357084800
306905,A10VG94SAKVSC0,B003B0C3NI,2.0,1357084800
125295,A10VG94SAKVSC0,B000BU5V58,5.0,1362009600
237580,A10VG94SAKVSC0,B001LG6O8E,1.0,1362009600
264223,A10VG94SAKVSC0,B0026RB0G8,3.0,1362009600
329674,A10VG94SAKVSC0,B003VWJ2K8,2.0,1362009600
368554,A10VG94SAKVSC0,B004UJO41S,5.0,1362009600
384326,A10VG94SAKVSC0,B005CX4GLE,4.0,1362009600
454060,A10VG94SAKVSC0,B00AIX1PEE,5.0,1362009600
230071,A10VG94SAKVSC0,B001GA9ELO,2.0,1379203200
57949,A10VP3M88POGJ0,B0002F4X5Q,4.0,1304121600
125375,A10VP3M88POGJ0,B000BUBF6M,4.0,1304121600
147860,A10VP3M88POGJ0,B000H29I72,5.0,1311897600
193513,A10VP3M88POGJ0,B000XPSQI0,4.0,1311897600
167116,A10VP3M88POGJ0,B000P4FBQO,4.0,1334793600
111610,A10VP3M88POGJ0,B0009E6RQS,5.0,1337126400
112189,A10VP3M88POGJ0,B0009FZWLS,5.0,1351123200
346044,A10VP3M88POGJ0,B0046XSEA0,5.0,1352160000
27724,A10VP3M88POGJ0,B0002CZSPS,5.0,1353974400
141520,A10VP3M88POGJ0,B000FCCM9U,5.0,1353974400
144998,A10VP3M88POGJ0,B000G89MIM,5.0,1353974400
437685,A10VP3M88POGJ0,B008NRF8R2,5.0,1360281600
455088,A10VP3M88POGJ0,B00APCOZBS,5.0,1387584000
53056,A10W40DOIE1EOP,B0002E3GN2,4.0,1188086400
68236,A10W40DOIE1EOP,B0002FO9QY,5.0,1188086400
166629,A10W40DOIE1EOP,B000OYG3S0,3.0,1188086400
121712,A10W40DOIE1EOP,B000BBRZ3S,4.0,1189209600
75758,A10W40DOIE1EOP,B0002GXPYA,3.0,1189382400
69802,A10W40DOIE1EOP,B0002GFOEY,5.0,1192924800
90167,A10W40DOIE1EOP,B0002OB800,4.0,1192924800
53058,A10W40DOIE1EOP,B0002E3GNC,4.0,1224806400
233601,A10W40DOIE1EOP,B001J1R6QA,4.0,1224892800
144921,A10W40DOIE1EOP,B000G7EZKI,5.0,1225584000
53052,A10W40DOIE1EOP,B0002E3GLY,4.0,1228003200
102816,A10W40DOIE1EOP,B0006ZHMXM,3.0,1229731200
177994,A10W40DOIE1EOP,B000T08LYI,5.0,1229731200
71697,A10W40DOIE1EOP,B0002GLC9A,4.0,1230595200
107794,A10W40DOIE1EOP,B0007VSAKE,4.0,1231545600
130874,A10W40DOIE1EOP,B000E1R82I,4.0,1232150400
77961,A10W40DOIE1EOP,B0002GZQGU,5.0,1233273600
233329,A10W40DOIE1EOP,B001IZ08XU,4.0,1233360000
28535,A10W40DOIE1EOP,B0002CZU9C,4.0,1233964800
353449,A10W40DOIE1EOP,B004GRDHG2,4.0,1356652800
427617,A10W40DOIE1EOP,B007WTABCY,5.0,1356912000
284565,A10W40DOIE1EOP,B002Q85B0S,4.0,1360972800
256691,A10W40DOIE1EOP,B001URY4N6,4.0,1365465600
402359,A10W40DOIE1EOP,B005WFSNX4,4.0,1403395200
340454,A10W40DOIE1EOP,B0041T4DK4,3.0,1404604800
161363,A10XQBLOU69ZAE,B000MJ9E92,4.0,1376870400
388346,A10XQBLOU69ZAE,B005FIFM14,5.0,1385078400
279651,A10XQBLOU69ZAE,B002M8B39A,5.0,1386374400
453024,A10XQBLOU69ZAE,B00AEBTFDI,5.0,1386374400
161597,A10XQBLOU69ZAE,B000MSWT22,5.0,1391904000
490779,A10XQBLOU69ZAE,B00FPPQYXM,5.0,1391904000
235872,A10XQBLOU69ZAE,B001KUSUEM,5.0,1400025600
457308,A10XQBLOU69ZAE,B00AXE52KG,5.0,1400371200
406344,A10XQBLOU69ZAE,B0064S2PIM,5.0,1404345600
496404,A10XQBLOU69ZAE,B00HUWVUZ0,2.0,1405468800
308106,A110ZEDSNASVCO,B003B1RGQQ,5.0,1297900800
152742,A110ZEDSNASVCO,B000JKTKC0,5.0,1298505600
156028,A110ZEDSNASVCO,B000KIRT6A,3.0,1298505600
211227,A110ZEDSNASVCO,B0018O3MKW,5.0,1298505600
40124,A110ZEDSNASVCO,B0002D0Q2W,5.0,1299283200
73925,A110ZEDSNASVCO,B0002GOE5Y,5.0,1299283200
299417,A110ZEDSNASVCO,B003660TU6,4.0,1317600000
95594,A110ZEDSNASVCO,B00062IIDI,4.0,1321574400
176117,A110ZEDSNASVCO,B000SJJCX4,5.0,1321574400
223666,A110ZEDSNASVCO,B001DW6RJC,5.0,1322870400
51327,A110ZEDSNASVCO,B0002E3920,5.0,1336694400
72398,A110ZEDSNASVCO,B0002GLDQM,3.0,1336694400
152684,A110ZEDSNASVCO,B000JKR8J2,5.0,1336694400
264578,A110ZEDSNASVCO,B0026S29DK,4.0,1336694400
74073,A110ZEDSNASVCO,B0002GOK08,5.0,1337558400
180445,A110ZEDSNASVCO,B000UJFR4A,5.0,1337558400
391945,A110ZEDSNASVCO,B005J2PXV0,5.0,1337558400
267328,A117LEKZFV4ZHC,B0029RRGRC,4.0,1303084800
373758,A117LEKZFV4ZHC,B004Z8ESMY,3.0,1319587200
395349,A117LEKZFV4ZHC,B005MYFAEU,2.0,1321833600
316998,A117LEKZFV4ZHC,B003IE7QJI,4.0,1322006400
234230,A117LEKZFV4ZHC,B001JHAPI0,4.0,1322092800
145510,A117LEKZFV4ZHC,B000GASJHK,5.0,1322697600
24262,A117LEKZFV4ZHC,B00022OA48,5.0,1328659200
255771,A117LEKZFV4ZHC,B001U5JFNM,5.0,1328659200
412921,A117LEKZFV4ZHC,B006ZIQX2A,3.0,1349740800
423409,A117LEKZFV4ZHC,B007LB8CLA,3.0,1362096000
30523,A118PM0B1PGWDA,B0002CZVXM,5.0,1285113600
86093,A118PM0B1PGWDA,B0002KZFEO,3.0,1285113600
120861,A118PM0B1PGWDA,B000B7EJJK,4.0,1285113600
246192,A118PM0B1PGWDA,B001PGXIJS,1.0,1285113600
319089,A118PM0B1PGWDA,B003KJ0ZD0,3.0,1285113600
51150,A118PM0B1PGWDA,B0002E38BW,5.0,1362873600
88711,A118PM0B1PGWDA,B0002M7MTS,5.0,1362873600
133044,A118PM0B1PGWDA,B000EEHCPI,5.0,1362873600
231198,A118PM0B1PGWDA,B001GWCC4I,5.0,1362873600
233638,A118PM0B1PGWDA,B001J1SX94,2.0,1362873600
306213,A118PM0B1PGWDA,B003AYP87I,4.0,1362873600
344447,A118PM0B1PGWDA,B00465SJEE,1.0,1362873600
74596,A118PM0B1PGWDA,B0002GW3Y8,4.0,1372723200
75239,A118PM0B1PGWDA,B0002GX702,5.0,1372723200
155938,A118PM0B1PGWDA,B000KIPUQG,1.0,1372723200
80671,A118PM0B1PGWDA,B0002H0N76,5.0,1382486400
265734,A118PM0B1PGWDA,B0027V760M,1.0,1382486400
306781,A118PM0B1PGWDA,B003B040HA,4.0,1382486400
47093,A11CUP855AGGID,B0002E28I6,5.0,1367452800
47181,A11CUP855AGGID,B0002E29Y4,5.0,1367452800
63151,A11CUP855AGGID,B0002F6VYM,5.0,1367452800
69227,A11CUP855AGGID,B0002FOO9Q,5.0,1367452800
69852,A11CUP855AGGID,B0002GFPAM,5.0,1367452800
90358,A11CUP855AGGID,B0002OMP98,3.0,1367452800
151104,A11CUP855AGGID,B000IWBIQ0,5.0,1367452800
192613,A11CUP855AGGID,B000XLX74M,5.0,1367452800
195848,A11CUP855AGGID,B000YKDN5K,5.0,1367452800
195853,A11CUP855AGGID,B000YKF3U8,5.0,1367452800
201989,A11CUP855AGGID,B00130M446,5.0,1367452800
214330,A11CUP855AGGID,B0018TJHR4,5.0,1367452800
323858,A11CUP855AGGID,B003PH56UE,5.0,1367452800
368286,A11CUP855AGGID,B004UDM37Q,5.0,1367452800
389682,A11CUP855AGGID,B005FY6MIK,5.0,1367452800
28426,A11DIU92XA580A,B0002CZTXO,5.0,1331942400
31694,A11DIU92XA580A,B0002CZXSA,3.0,1366416000
150996,A11DIU92XA580A,B000IO8XFM,4.0,1366416000
156157,A11DIU92XA580A,B000KIRT9C,5.0,1366416000
178862,A11DIU92XA580A,B000TGLYL4,5.0,1366416000
221328,A11DIU92XA580A,B001C1A6CI,5.0,1366416000
248556,A11DIU92XA580A,B001QT3OF2,4.0,1366416000
294930,A11DIU92XA580A,B0030G1EL0,5.0,1373241600
358119,A11DIU92XA580A,B004LRP56M,5.0,1373241600
69664,A11DIU92XA580A,B0002GDHCU,5.0,1373932800
455206,A11DIU92XA580A,B00AQ4U58W,5.0,1393200000
136381,A11INIL2YFJ137,B000EELB8W,5.0,1381881600
162271,A11INIL2YFJ137,B000N4WHYK,5.0,1381881600
229310,A11INIL2YFJ137,B001FX5M7W,5.0,1381881600
355150,A11INIL2YFJ137,B004I6ZGWO,5.0,1381881600
415282,A11INIL2YFJ137,B0073XCXHA,5.0,1381881600
30346,A11INIL2YFJ137,B0002CZVXM,5.0,1385942400
76717,A11INIL2YFJ137,B0002GYW4C,5.0,1385942400
359770,A11INIL2YFJ137,B004MNCKUY,5.0,1385942400
469792,A11INIL2YFJ137,B00C4VYDNS,5.0,1386201600
43261,A11INIL2YFJ137,B0002E1G5C,5.0,1386892800
71830,A11INIL2YFJ137,B0002GLCRC,5.0,1388620800
389236,A11J3144NAHA2Y,B005FMQBDI,5.0,1369094400
5457,A11J3144NAHA2Y,B00000HF4O,5.0,1369612800
139934,A11J3144NAHA2Y,B000F2C92K,5.0,1369612800
15873,A11J3144NAHA2Y,B00006IKOU,5.0,1369699200
17190,A11J3144NAHA2Y,B00007BHC4,4.0,1369699200
18463,A11J3144NAHA2Y,B00008W7OT,5.0,1369699200
18903,A11J3144NAHA2Y,B00009AHMK,5.0,1369699200
207227,A11J3144NAHA2Y,B0016MJ3M2,5.0,1369699200
243481,A11J3144NAHA2Y,B001NZA04M,5.0,1369699200
276546,A11J3144NAHA2Y,B002IR3PS2,5.0,1369699200
350367,A11J3144NAHA2Y,B004C9PA28,5.0,1369699200
406849,A11J3144NAHA2Y,B006660TH6,5.0,1369699200
12172,A11J3144NAHA2Y,B000060O5C,5.0,1371859200
33769,A11P7PDFFZFVWO,B0002D0410,5.0,1168041600
104604,A11P7PDFFZFVWO,B0007D8R46,3.0,1209945600
76923,A11P7PDFFZFVWO,B0002GYYI6,3.0,1214784000
76557,A11P7PDFFZFVWO,B0002GY878,4.0,1234828800
285237,A11P7PDFFZFVWO,B002QBE2BY,2.0,1317340800
281354,A11P7PDFFZFVWO,B002NR4GS0,3.0,1317513600
233570,A11P7PDFFZFVWO,B001J1PV08,2.0,1318291200
232372,A11P7PDFFZFVWO,B001HYZDW8,4.0,1318982400
351336,A11P7PDFFZFVWO,B004E5FVOM,3.0,1321142400
54824,A11P7PDFFZFVWO,B0002E52OI,2.0,1346457600
315731,A11P7PDFFZFVWO,B003H96JW4,2.0,1347408000
327709,A11P7PDFFZFVWO,B003V0NILY,5.0,1350432000
65505,A11P7PDFFZFVWO,B0002F7A3S,3.0,1352332800
342244,A11P7PDFFZFVWO,B0043UKJ4K,3.0,1359158400
30008,A11P7PDFFZFVWO,B0002CZVKU,4.0,1367193600
343767,A11P7PDFFZFVWO,B0045483C4,3.0,1374451200
62527,A11P7PDFFZFVWO,B0002F6KS4,4.0,1387152000
458609,A11P7PDFFZFVWO,B00B29FM1U,4.0,1389830400
271654,A11P7PDFFZFVWO,B002E2R81G,2.0,1391472000
151440,A11P7PDFFZFVWO,B000J36ETE,2.0,1397088000
359052,A11P7PDFFZFVWO,B004MA0BJO,3.0,1398384000
334366,A11P7PDFFZFVWO,B003X5HE08,2.0,1403568000
61340,A11QLVY0EXW18L,B0002F5D8W,3.0,1390003200
110697,A11QLVY0EXW18L,B000978D58,2.0,1390003200
135876,A11QLVY0EXW18L,B000EEL6B4,5.0,1390003200
180552,A11QLVY0EXW18L,B000UJHIS8,4.0,1390003200
208888,A11QLVY0EXW18L,B0017922NG,5.0,1390003200
221599,A11QLVY0EXW18L,B001CCQ6XA,1.0,1390003200
263973,A11QLVY0EXW18L,B0026P4148,5.0,1390003200
313793,A11QLVY0EXW18L,B003G45V1U,5.0,1390003200
324555,A11QLVY0EXW18L,B003R7KUOO,4.0,1390003200
377689,A11QLVY0EXW18L,B0052SRQF2,4.0,1390003200
480867,A11QLVY0EXW18L,B00DWHOLZ8,3.0,1390003200
124872,A11R5VW7IM6ISQ,B000BRJXZA,5.0,1273881600
58651,A11R5VW7IM6ISQ,B0002F51DO,5.0,1291075200
179012,A11R5VW7IM6ISQ,B000TLWG9I,4.0,1291075200
266226,A11R5VW7IM6ISQ,B0028QGIWI,5.0,1313193600
318251,A11R5VW7IM6ISQ,B003JJQMD8,5.0,1328659200
152279,A11R5VW7IM6ISQ,B000J5Y214,5.0,1333497600
169085,A11R5VW7IM6ISQ,B000PKG522,4.0,1333497600
402473,A11R5VW7IM6ISQ,B005X6EAZM,4.0,1337040000
313436,A11R5VW7IM6ISQ,B003FRMRC4,5.0,1375747200
96383,A11R5VW7IM6ISQ,B00063678K,5.0,1376697600
368731,A11R5VW7IM6ISQ,B004UNGB42,4.0,1376697600
196745,A11R5VW7IM6ISQ,B000Z7JK72,5.0,1398384000
474242,A11R5VW7IM6ISQ,B00CP4IIJY,5.0,1398384000
152436,A11UETVJSJJSUI,B000JCM33Q,5.0,1365120000
49623,A11UETVJSJJSUI,B0002E2UD4,5.0,1383091200
167905,A11UETVJSJJSUI,B000P5WTQS,4.0,1383091200
317832,A11UETVJSJJSUI,B003JIMDNM,5.0,1383091200
415617,A11UETVJSJJSUI,B0073XCZ3C,5.0,1383091200
440657,A11UETVJSJJSUI,B0090Z498U,5.0,1383091200
31895,A11UETVJSJJSUI,B0002CZZ7O,3.0,1383177600
230619,A11UETVJSJJSUI,B001GH4H3W,5.0,1383177600
317911,A11UETVJSJJSUI,B003JJ9OMY,5.0,1383177600
388898,A11UETVJSJJSUI,B005FKF1PY,5.0,1383177600
409081,A11UETVJSJJSUI,B006IDGBLA,5.0,1389571200
432673,A11UETVJSJJSUI,B0088712Z4,5.0,1389571200
202830,A11UIUHN1Y2CT9,B0013LPSBG,5.0,1328140800
155272,A11UIUHN1Y2CT9,B000KHYO46,5.0,1328745600
226299,A11UIUHN1Y2CT9,B001EQPD42,4.0,1328745600
356693,A11UIUHN1Y2CT9,B004JWWSZU,5.0,1328918400
202778,A11UIUHN1Y2CT9,B0013JZ4FS,4.0,1329091200
210860,A11UIUHN1Y2CT9,B0018D89BA,5.0,1329091200
223072,A11UIUHN1Y2CT9,B001DELX9E,4.0,1329091200
166858,A11UIUHN1Y2CT9,B000P2XMNU,5.0,1330128000
